label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09
4	1238 N	2.3756	Eriq	fish, cat	0.6041	-351	1.7474	-477	-0.4807	1249
3	-591 N	0.9746	Inan	dog	0.2558	745	-1.9667	814	-0.17	-482
4	1579 N	1.3512	Reilly	cat, rat, chicken	1.3322	-24	2.3218	508	0.3403	1335
0	-151 N	1.143	Vani	guinea pig	-0.1418	818	0.2786	760	0.3701	1228
0	924 N	0.3712	Chris	guinea pig	1.5198	1373	0.3137	708	-0.3777	671
3	291 N	-1.4428	Inan	reptile	NULL	141	-0.526	1624	1.4927	-86
0	840 N	0.658	Lise	rabbit	-0.1051	258	0.1657	185	-0.7765	653
5	-67 N	-0.475	Reilly	pig	1.3507	-29	2.1786	2029	0.9847	42
4	1200 N	0.2295	Lise	rat	0.4309	-761	1.179	314	1.3736	1719
0	1103 N	2.1351	Chris	guinea pig	-0.5071	1220	-1.9116	1320	-1.7076	-942
0	1318 N	0.3878	Fabrice	guinea pig	0.857	274	-0.1102	2298	1.0591	-985
2	173 N	1.2722	Sam	rabbit	1.5495	970	0.1473	254	0.5231	1538
4	615 N	0.1449	Lise	cat, fish, chicken	0.2499	497	0.0955	-256	1.1488	257
3	-476 N	0.8361	Inan	reptile	1.8357	1380	-1.1546	1404	1.3786	437
1	-211 N	-0.4917	Andrew	ferret	-0.4309	496	0.3562	769	0.8583	-572
0	1330 N	-0.1466	Chris	guinea pig	1.8792	316	-0.1851	584	0.805	-220
4	808 N	NULL	Lise	reptile	0.203	845	0.2283	842	0.5508	735
1	1155 N	0.3545	Andrew	ferret	0.0034	30	-0.5284	-353	1.1112	973
5	237 N	0.2619	Lise	pig	0.2992	3045	0.9453	1368	1.332	1056
3	655 N	-0.0058	Inan	guinea pig	0.7226	1123	-0.2632	742	-0.5504	-135
4	-219 N	1.3679	Lise	rat, fish	-0.3645	612	1.2134	642	2.4018	2263
0	935 N	1.235	Chris	guinea pig	0.8402	-118	-0.0341	236	0.1423	-353
3	-567 N	-0.582	Inan	reptile	0.9826	1524	1.9151	506	1.0678	-105
0	851 N	0.5592	Vani	hamster	0.7831	114	2.0397	-129	0.3935	-124
2	1621 N	0.2735	Michael	hamster	-0.7414	-300	0.003	464	0.2805	-1649
3	-624 N	0.1591	Inan	dog	0.7207	1098	1.3335	3	-0.2073	1152
1	990 N	1.5747	Andrew	bird	-0.8433	811	-1.4332	800	0.5835	-943
3	1023 N	0.9161	Inan	dog	-0.3619	263	-1.308	1361	-1.5223	314
5	-845 N	0.6758	Reilly	cat, chicken	0.6158	200	-1.1981	-187	2.4655	-184
5	589 N	-1.3794	Reilly	dog	0.7312	961	1.3247	1269	-0.5068	-1066
5	-263 N	0.3293	Reilly	reptile	-0.3073	636	1.363	786	0.7718	316
2	1466 N	-0.6652	Michael	hamster	-0.761	1170	0.5995	21	0.6979	-656
5	257 N	0.1191	Reilly	reptile	0.4532	-428	0.4929	1052	1.2803	235
4	-152 N	0.7621	N/A	rat, chicken	0.0082	1141	1.1082	298	0.3801	636
5	-29 N	-0.5322	Reilly	pig	1.0507	1135	-0.2208	-341	0.5521	-1006
2	241 N	?	Sam	hamster	0.8532	1713	-0.703	-1954	1.1709	1321
1	181 N	1.0454	Andrew	bird	0.7712	1979	0.6055	-434	-0.4026	-440
3	-340 N	-0.5709	Inan	dog	1.1625	895	1.2684	1306	0.0054	-38
2	1159 N	1.7455	Michael	hamster	0.2006	510	0.7247	898	0.8363	1801
4	492 N	0.5399	Tony	CAT, CHICKEN	1.985	313	-1.7061	615	1.0209	243
3	-417 N	-0.1389	Inan	reptile	1.1969	887	0.9106	1667	0.2761	-641
3	534 N	0.0143	Andrew	reptile	2.4292	-434	-0.2484	949	0.8642	496
3	-244 N	0.3435	Inan	dog	1.0444	649	0.701	-27	0.606	677
1	-489 N	0.8628	Andrew	ferret	1.272	671	NULL	1509	1.6875	1256
1	-816 N	-0.2996	Andrew	bird	0.1662	1339	0.9767	1112	1.2932	-405
1	639 N	1.5587	Andrew	bird	0.2356	1069	0.4345	1410	0.3955	-1102
2	1800 N	0.4871	Sam	hamster	1.2489	1594	0.5545	1022	1.0918	796
1	-1132 N	0.3223	Andrew	ferret	0.7147	-438	-0.2843	1235	1.8029	545
5	-262 N	1.463	reilly	pig	1.427	422	1.3043	591	0.2519	-157
3	-1449 N	-0.698	Inan	Reptile	1.102	1045	1.6944	2232	-0.1287	183
3	-1403 N	0.175	Inan	dog	-1.6412	276	-1.749	314	0.6518	-252
0	831 N	1.212	Fabrice	guinea pig	0.0877	958	-0.0654	-139	-0.2278	-808
0	1038 N	1.5486	Fabrice	guinea pig	-0.62	529	0.4937	216	-0.6941	-1512
1	70 N	1.0803	Andrew	bird	-0.602	1343	-0.1565	1114	2.13	579
4	351 N	0.1732	Tony	cat	0.5218	398	1.2692	-273	1.1688	-941
5	232 N	0.3707	Reilly	guinea pig	1.8001	976	0.6946	1127	2.3629	-1045
4	-382 N	0.8875	Tony	rat, cat	-0.0379	539	0.412	487	0.2143	1477
1	3 N	0.2964	Andrew	bird	0.2912	1106	0.8534	1276	-0.6198	-663
0	1060 N	1.7161	Chris	guinea pig	0.8579	1023	0.9777	908	1.3122	629
5	373 N	-0.1832	Reilly	pig	-1.2495	1514	0.1984	1742	0.9472	1951
0	681 N	1.7406	Chris	guinea pig	-0.1121	2607	0.74	536	-0.3828	-423
1	-1351 N	0.2042	Andrew	ferret	1.0666	476	-0.0502	386	0.8428	74
0	1689 N	0.8527	Chris	guinea pig	-0.6208	945	-0.5152	1093	0.9265	506
1	-425 N	1.4022	Andrew	ferret	-0.2467	1487	0.6488	1445	1.5067	-239
1	361 N	0.4626	Andrew	ferret	1.1091	238	0.7717	12	0.9961	-280
5	-620 N	-0.3833	Reilly	pig	1.5014	549	0.565	280	1.4696	-219
3	-970 N	0.6039	Inan	reptile	1.0789	1952	0.1973	862	1.3442	-281
5	73 N	1.3728	Reilly	pig	2.448	1489	0.9256	-210	0.5748	-179
0	613 N	0.0982	Vani	guinea pig	0.8674	1246	-0.204	369	-0.3697	183
0	680 N	1.0219	Chris	guinea pig	1.1942	-127	1.5985	835	-0.4607	-34
1	1220 N	0.999	Andrew	ferret	1.013	683	0.8656	689	0.5664	1136
1	444 N	-0.6012	Eriq	ferret	0.422	470	-1.5052	1024	1.6039	1005
4	885 N	0.6047	Lise	cat, rat, chicken	0.6369	1007	2.217	-76	0.9455	866
2	922 N	1.7716	Michael	hamster	1.3739	58	0.8517	-176	-0.3055	-1846
4	1419 N	0.0719	Tony	chicken, fish	0.3174	638	0.5667	-692	-0.3331	758
4	1153 N	-0.6276	Lise	chicken, fish, cat	-0.5593	-66	0.2476	-94	1.2673	1389
0	51 N	1.7844	Vani	guinea pig	0.2839	824	0.3843	827	-0.9603	1608
0	1303 N	2.1928	Fabrice	guinea pig	1.9705	1711	0.7364	1416	1.02	-533
4	90 N	0.9207	Sam	fish, chicken, cat	1.0293	32	1.3705	899	-0.4609	-189
3	-1176 N	1.2879	Inan	dog	1.95	1858	-0.6784	1257	-0.3041	595
0	1413 N	0.2853	Vani	guinea pig	1.2236	1441	0.8607	2161	-0.3849	858
4	1134 N	0.9981	Chris	cat, fish	0.4802	104	0.522	-476	-0.1613	15
4	2374 N	0.8324	Lise	chicken, cat, fish	0.4567	1138	1.4951	-173	-0.3305	512
5	-1061 N	0.8831	Reilly	pig	-1.0162	639	1.2197	-205	2.6907	896
1	373 N	0.6941	Andrew	ferret	0.4414	1224	-0.0308	-116	0.4946	-1443
1	-1177 N	-0.099	Andrew	ferret	-0.5868	1643	-1.0442	953	2.2586	-427
1	366 N	1.2831	Andrew	bird	1.1989	1851	1.2295	917	0.2928	-626
1	-1116 N	0.3987	Andrew	ferret	0.3787	1186	0.3625	1341	1.3398	1516
5	272 N	0.1612	Reilly	bird	0.9327	-177	0.655	898	0.1144	-479
3	-134 N	-0.6567	Inan	dog	0.1788	NULL	1.302	377	0.0069	159
5	2 N	1.2063	Sam	pig	1.961	-1087	1.1179	731	-0.7407	1630
1	281 N	0.1019	Andrew	ferret	2.4893	368	-0.6644	1870	1.1868	-850
3	-347 N	1.3903	Reilly	reptile	1.1935	400	-1.6995	-579	-0.1089	-187
2	649 N	-1.7204	Sam	hamster	0.8442	850	-0.7346	-1142	-0.3617	1117
0	835 N	0.3758	Vani	guinea pig	0.0961	1482	0.8716	912	-0.2977	128
0	1310 N	0.2944	Reilly	guinea pig	1.1669	779	1.3142	315	-0.0863	-163
0	1407 N	0.0033	Fabrice	guinea pig	1.1859	621	-0.2667	1775	0.9554	426
1	-591 N	1.0889	Andrew	bird	0.4159	996	2.5377	-44	0.3703	961
1	-84 N	0.4706	Andrew	ferret	0.453	581	0.4724	797	0.6627	1178
1	-480 N	-0.0471	Andrew	hamster	0.5237	1425	0.1743	1631	1.1925	-254
1	643 N	0.6544	Andrew	ferret	1.1557	1357	2.4607	829	1.3032	-261
1	1044 N	0.5503	Andrew	ferret	1.2478	554	1.2218	-470	1.0931	-1018
1	-388 N	-0.5668	Andrew	ferret	0.5735	699	-0.3108	515	0.5382	-210
1	762 N	1.6659	Andrew	bird	0.8011	1561	0.3171	935	0.926	-424
4	1860 N	0.329	Tony	CAT, CHICKEN	0.5361	718	-0.2164	1624	0.7807	743
4	801 N	1.2542	Lise	rat	-0.7765	863	-0.0946	-657	1.1349	541
4	-659 N	1.4033	Tony	rat	-0.0747	645	0.9522	-1389	0.2764	1097
0	1153 N	0.1814	Chris	guinea pig	0.4543	609	-0.0088	548	-0.755	-403
0	1429 N	0.0994	Fabrice	guinea pig	-0.3482	1486	1.7367	390	0.2277	852
1	-511 N	1.4235	Andrew	bird	1.497	926	1.5429	239	0.5596	-1119
2	548 N	1.0352	Michael	ferret	0.1737	1395	1.6521	132	-0.3697	n/a
4	1083 N	0.7431	Tony	rat, chicken	1.3254	64	1.6169	-1336	0.6131	98
2	108 N	-0.0921	mICHAEL	hamster	-0.0464	1718	0.9594	-726	1.1255	1393
2	616 N	0.547	Michael	hamster	1.2347	2219	-0.8242	-406	-0.3128	1552
5	-134 N	-0.2578	Reilly	rabbit	0.0453	485	-0.0447	-205	1.261	-707
0	-165 N	0.1349	Fabrice	guinea pig	0.1535	-14	-0.2553	408	-0.627	-2044
4	1013 N	1.1622	Tony	rat, cat, chicken	-1.1503	1101	1.3597	-142	0.5123	1191
1	390 N	0.5158	Andrew	ferret	0.3579	740	1.5778	888	2.6206	-496
0	-567 N	0.3636	Fabrice	guinea pig	0.5788	1068	0.5807	1314	0.5302	-1163
2	425 N	0.2634	Sam	hamster	0.7415	528	0.9228	-562	1.795	486
4	1665 N	0.4348	Eriq	cat, rat, fish	0.4322	-389	1.2236	-98	1.1326	2113
2	583 N	0.9141	Michael	hamster	0.8068	1629	1.4131	520	-0.7747	123
2	2020 N	1.8123	Sam	hamster	1.8568	1402	-0.1979	3	0.314	706
4	948 N	1.0338	Tony	rat, fish, cat	-1.1134	310	2.688	873	-0.8111	1091
3	-308 N	0.5955	Inan	reptile	0.3324	840	-0.6755	1171	-0.2038	852
4	1248 N	0.7113	Tony	fish, cat	0.9266	412	1.4312	1455	1.0231	261
1	-537 N	2.3691	Andrew	bird	0.2463	369	0.8418	1070	1.4834	?
0	484 N	0.1943	Vani	hamster	N/A	1254	1.5812	1296	0.59	-381
1	-653 N	0.9423	Andrew	dog	2.1822	1260	1.0156	1268	1.2893	-498
5	-356 N	0.1101	REILLY	rabbit	1.1967	1064	2.2583	1044	0.4838	588
0	712 N	0.5569	Chris	guinea pig	0.4812	772	1.3125	1544	0.8106	-97
5	538 N	0.1618	rEILLY	rabbit	1.7977	621	0.9727	907	1.9652	-334
1	-1030 N	-0.1165	Inan	guinea pig	0.2066	1197	-0.0011	955	0.403	125
2	566 N	0.3366	Michael	hamster	0.5857	1039	-0.4262	239	0.498	-69
5	463 N	0.8424	Reilly	pig	0.9185	1348	1.0192	1611	None	184
0	1459 N	-0.5653	Chris	guinea pig	0.8613	71	0.2	1304	0.5934	-106
2	1703 N	?	Inan	hamster	0.8942	504	1.181	89	-0.4325	-140
0	-274 N	0.8108	VANI	guinea pig	1.8956	351	0.4182	376	0.2688	1578
0	362 N	0.9071	Vani	guinea pig	0.3169	-319	0.083	-260	0.2499	123
0	1578 N	1.2867	VANI	guinea pig	0.4162	68	0.1678	827	-0.3164	402
5	897 N	0.8519	Reilly	rabbit	-0.1138	1404	1.2008	568	0.6356	191
1	827 N	0.7872	Inan	bird	0.6187	778	0.5499	590	-1.2465	-666
1	-867 N	1.0446	Andrew	bird	0.303	572	1.0321	-1396	2.1365	494
3	470 N	0.9096	Inan	NULL	1.2932	1341	0.4102	-180	-0.3679	958
1	-874 N	1.3563	Andrew	bird	0.7477	-311	-0.9976	492	0.4356	-1453
2	1389 N	0.1783	Sam	hamster	0.7181	1894	0.7926	-237	0.885	1438
2	1393 N	-0.6879	Sam	hamster	-0.1133	2165	-0.9884	1119	0.9582	2840
0	-500 N	0.3048	Eriq	guinea pig	-0.1954	1412	0.1359	1072	-0.6897	-258
4	302 N	0.0485	Lise	cat, chicken	0.2651	779	0.4855	-111	2.0342	707
1	-45 N	1.0351	Inan	bird	1.9827	852	-0.853	1548	0.5555	173
4	380 N	0.81	Lise	fish, rat	0.913	-31	0.5161	-154	1.7029	715
3	525 N	0.1673	Inan	reptile	-0.7529	1415	1.4407	1254	-0.3769	-1824
4	-865 N	0.4755	Tony	FISH, CAT, RAT	-0.384	148	0.3543	-956	0.3037	2066
3	1818 N	0.6319	Inan	reptile	2.186	555	-1.2787	794	0.4288	-388
2	840 N	-0.7307	Sam	dog	0.3692	1513	0.6515	1319	0.3668	273
5	-940 N	-0.0739	Reilly	rabbit	0.7238	1298	1.3177	14	0.0485	-371
2	2207 N	-1.8631	Michael	hamster		101	-0.3207	-351	0.8335	404
1	68 N	0.4059	Inan	guinea pig	0.719	1413	0.1561	154	0.5616	-1059
2	-78 N	-0.0565	Sam	hamster	1.5316	1466	-1.1657	627	0.0938	669
5	-108 N	0.1243	Reilly	rabbit	1.7019	1078	1.0275	225	0.8447	1412
1	157 N	-0.0864	Andrew	ferret	-0.8825	1652	0.115	830	1.9952	-1125
1	-279 N	0.3133	Andrew	ferret	2.3185	766	1.2013	-549	0.641	635
1	-746 N	0.5839	Andrew	bird	0.7327	958	0.7517	-178	1.9636	-1447
2	1495 N	0.46	Sam	hamster	0.5452	2162	1.6454	962	-1.2551	1913
5	-499 N	0.1793	Reilly	rabbit	0.6296	937	1.53	1827	0.3026	-520
3	740 N	0.6868	Inan	dog	1.3327	1243	1.3434	1502	0.5942	1655
5	-833 N	-1.3096	Reilly	rabbit	1.2315	-301	1.7975	1021	N/A	-628
2	695 N	-0.4627	Michael	hamster	1.81	971	0.2142	-380	-1.2249	21
5	335 N	-0.3961	Reilly	pig	0.2972	1308	0.1954	1368	0.9512	169
0	1325 N	-0.2072	Vani	guinea pig	0.5966	111	0.4455	153	0.1777	-104
3	-60 N	0.8744	Inan	reptile	-0.2619	-255	0.4274	891	0.1964	396
5	-972 N	0.6368	Reilly	pig	0.1397	1167	1.3871	806	1.0201	1202
1	-241 N	1.2071	Andrew	bird	0.3496	1194	0.0167	843	-0.0299	2229
4	317 N	0.8067	Eriq	rat, cat, fish	-0.1743	-692	1.8897	146	0.0811	-1273
0	1093 N	0.5452	Chris	guinea pig	1.1906	-84	1.1443	-334	1.7086	73
0	752 N	-0.2398	Vani	guinea pig	0.4387	202	-0.051	1511	0.4403	-575
0	-329 N	1.2483	Fabrice	cat, chicken	-0.5043	183	1.2603	-565	0.5736	-1163
5	-153 N	-0.6185	Reilly	rabbit	-1.2592	1221	1.1979	1832	0.8971	-663
1	-106 N	-0.0897	Inan	ferret	2.2067	615	0.8434	1922	0.9864	1524
1	645 N	-0.0589	Andrew	ferret	0.5374	-45	1.668	1091	0.238	-1618
4	894 N	1.3305	Eriq	chicken, fish	0.0464	-55	1.7594	-252	1.6644	-10
4	-14 N	1.63	Eriq	rat	1.5236	-183	1.4068	-544	2.1552	1187
2	729 N	-0.3419	Reilly	hamster	1.9358	-320	1.3926	478	0.8343	345
1	-172 N	0.9364	Andrew	ferret	1.4435	612	0.5867	1186	2.901	-2066
0	944 N	0.577	Fabrice	reptile	0.8366	-428	0.7346	526	-1.6176	921
2	1678 N	-0.4795	Sam	hamster	1.1554	1218	0.2396	1776	-1.0937	-475
5	NULL	0.683	Reilly	rabbit	0.5574	1602	1.4321	192	0.9019	-1391
0	898 N	-0.1298	Vani	guinea pig	0.2824	1038	0.4915	1260	-0.1279	118
3	637 N	0.8324	Inan	dog	-0.035	0	0.5512	202	None	-236
0	978 N	-0.4468	N/A	guinea pig	1.3518	N/A	0.4175	1538	0.2971	-263
1	-508 N	0.1015	None	guinea pig	1.0946	336	-0.1675	178	0.9257	-348
0	1214 N	-0.2659	Vani	guinea pig	0.7804	315	0.5362	669	0.0717	-17
1	805 N	-0.3819	Andrew	bird	1.1698	1523	-1.0698	-243	1.0275	838
0	996 N	0.088	Fabrice	guinea pig	1.1923	344	-0.5197	81	0.6254	-1172
3	22 N	0.7494	Inan	Dog	0.5452	1473	-0.5222	1052	0.7615	-149
5	713 N	-0.6942	Reilly	pig	0.6544	1411	1.8036	160	0.6716	-828
3	-99 N	0.3843	Inan	reptile	0.4727	985	-0.9441	2233	-0.5662	925
2	200 N	0.3988	Sam	hamster	0.0382	534	0.2353	303	1.4334	2756
5	-887 N	0.5259	Reilly	pig	0.5319	1400	2.3257	1013	-0.2382	-1033
2	822 N	0.3006	Eriq	dog	0.5965	N/A	1.6455	-515	-1.0749	1235
3	308 N	0.1926	Inan	reptile	1.5949	-93	-0.3243	1017	-0.0662	73
1	723 N	0.8428	Andrew	bird	1.2554	1737	0.455	1409	1.4456	207
2	1351 N	-0.1933	Sam	rat, chicken	0.4883	138	-0.5122	-534	-0.2421	987
5	684 N	0.4263	Reilly	pig	1.2342	1295	1.516	487	0.656	-8
2	1779 N	-0.3117	Sam	hamster	0.9955	2498	-1.0678	-423	0.476	1089
5	-671 N	0.1189	Reilly	pig	-1.0866	504	0.3865	930	1.4585	-266
2	319 N	-0.9855	Sam	hamster	1.2735	2186	-0.0216	4	0.1739	998
2	367 N	0.0101	Michael	hamster	0.5051	327	0.8097	-353	1.4985	768
3	-51 N	0.4663	Inan	reptile	1.3227	1135	0.2981	308	0.5579	154
2	523 N	-0.6851	Sam	hamster	2.1253	141	-0.7696	-244	0.3033	510
3	-652 N	-0.4553	Inan	reptile	0.3637	1543	0.6344	385	0.101	113
2	153 N	1.2636	Sam	hamster	-0.3756	-332	-0.9022	-727	0.0038	-445
3	289 N	0.6089	Michael	pig	1.1926	1357	0.0776	1250	0.3347	856
3	-112 N	0.5319	Inan	reptile	1.0935	991	0.4329	781	-0.571	-116
2	-320 N	-1.4664	Sam	hamster	1.1645	1487	2.1181	74	-0.938	672
3	908 N	-0.4311	Inan	dog	1.2699	840	0.8124	1552	0.8665	602
0	563 N	0.9553	Fabrice	guinea pig	0.6034	1232	0.3547	1506	0.1457	293
4	1052 N	0.2021	Tony	rat	0.5752	196	1.1991	362	0.811	1386
3	-238 N	0.8193	Inan	dog	-0.9899	158	-0.577	2106	0.0829	1775
2	1466 N	0.7165	Sam	hamster	0.9486	1892	0.78	126	1.3534	1309
2	164 N	0.2551	Sam	hamster	-0.1224	952	0.5856	260	-0.2485	-769
5	-907 N	0.3807	Reilly	rabbit	-0.3995	1392	0.864	632	0.4642	1032
4	232 N	1.6462	Eriq	rat, fish	-0.0029	762	0.447	35	0.1897	557
0	984 N	1.4465	Vani	guinea pig	-0.4206	36	0.518	1647	-1.2743	-291
2	552 N	0.3877	Michael	hamster	0.0038	170	1.5605	24	-0.5642	-875
5	-467 N	-1.0927	Reilly	pig	1.2223	1159	1.0898	811	-0.0168	1146
1	42 N	-0.0781	Sam	ferret	0.5656	379	0.1949	1568	2.3158	22
5	643 N	0.7814	Reilly	reptile	1.2253	-196	0.965	162	0.6888	-335
2	1616 N	0.3357	Michael	hamster	2.3082	900	-0.0228	723	0.3445	619
5	110 N	0.3393	Reilly	pig	1.8452	-459	0.5991	1833	0.531	1050
2	532 N	-0.2667	Michael	hamster	0.9873	-805	-0.8967	-256	0.9837	-266
3	-139 N	0.8843	Inan	dog	0.4024	-203	1.102	1942	-0.1178	369
4	1184 N	1.1869	Eriq	fish, chicken, cat	0.3643	220	1.4588	925	0.8296	898
4	1252 N	0.7179	Eriq	fish, rat	0.2766	655	0.0397	-830	-0.0577	929
1	-327 N	0.6075	aNDREW	hamster	2.601	1882	0.1139	-709	0.3782	1226
2	400 N	-0.2834	Michael	hamster	-0.1766	1228	-1.4116	-349	1.2381	597
0	-268 N	0.097	Inan	guinea pig	0.655	1632	-0.3653	1378	1.4326	222
2	1621 N	1.3792	Michael	hamster	1.2219	483	0.499	-1208	0.5191	343
5	-522 N	0.0557	Reilly	ferret	1.0173	1639	2.0565	384	0.169	-1982
2	1842 N	-0.4501	Sam	hamster	0.5176	551	0.035	-259	-0.5837	87
5	112 N	0.6746	Michael	rabbit	0.5553	1661	0.376	-390	0.8473	344
5	-235 N	0.9642	Reilly	rabbit	1.4635	601	1.1695	573	0.4609	249
3	1067 N	0.7727	Inan	Reptile	-0.0988		-0.3615	49	-0.0226	-410
5	938 N	0.3954	Reilly	rabbit	1.2927	1514	1.5416	905	1.3417	1094
0	799 N	2.0782	Chris	guinea pig	-0.7784	181	-0.5021	1510	-0.1623	550
1	19 N	1.0109	?	bird	-0.3094	1093	1.6702	1214	-0.0978	114
1	75 N	0.9059	Andrew	bird	0.6412	81	0.3875	1054	0.5248	257
1	426 N	0.8956	Andrew	n/a	1.7369	1331	0.8083	195	-0.4527	-864
4	1629 N	1.2024	Lise	chicken, rat	0.6738	-1216	1.7623	318	0.7972	575
0	102 N	0.7801	vani	guinea pig	1.2792	1213	-0.178	1994	0.6272	599
4	1656 N	1.3594	Lise	fish, chicken, cat	-0.8093	155	1.8908	288	-0.1081	1638
0	557 N	0.0429	Vani	guinea pig	0.2961	1098	0.9931	1539	0.7277	1637
2	800 N	1.2656	Sam	hamster	1.7822	674	0.5743	-28	-0.2595	888
3	341 N	0.5003	Inan	reptile	1.3276	1541	1.1036	950	0.1948	308
1	-739 N	0.4809	Andrew	ferret	1.1074	1744	1.6497	1037	0.355	192
5	71 N	-0.8075	Reilly	cat	-0.8302	1510	-1.3998	616	2.1595	-304
1	-673 N	0.9246	Tony	bird	0.2799	1070	-0.5955	520	1.9799	600
5	26 N	0.2171	Reilly	rabbit	0.8168	-489	1.8824	-75	1.9686	219
4	967 N	0.8186	Lise	cat, chicken	0.878	1477	2.5447	-859	1.7158	-1
5	-708 N	1.1256	Reilly	pig	0.5611	925	1.2979	1566	0.1767	1225
5	-440 N	-0.8026	Reilly	rabbit	-0.1062	1246	1.6929	304	0.6747	1214
5	-778 N	1.5128	Reilly	pig	0.3181	-609	-0.5505	2026	1.5665	-348
1	169 N	0.1275	Andrew	bird	1.9438	-81	-0.9829	462	1.6913	-821
0	-80 N	1.033	Vani	guinea pig	0.5652	913	0.0436	1069	-0.8077	-80
5	-543 N	1.0827	Reilly	pig	0.3481	663	0.5254	525	0.5133	-1276
1	-1157 N	1.2782	Andrew		2.0496	741	-1.3495	1406	NULL	805
5	561 N	0.6804	Reilly	rabbit	0.1282	1201	1.3606	618	2.2073	-847
1	-279 N	1.2315	Andrew	ferret	1.581	1893	0.0404	618	-0.9189	896
3	429 N	0.2099	Inan	reptile	0.4115	-670	0.5448	-168	0.3361	1441
2	1069 N	0.9056	michael	hamster	1.2984	-646	0.584	-199	0.5086	947
5	-632 N	0.4452	Reilly	pig	1.2721	162	-0.0633	477	1.7887	-122
3	NULL	0.8779	Inan	cat	-0.4873	121	0.9618	313	0.5059	78
4	1263 N	0.8127	Eriq	fish	2.2375	116	-0.492	193	1.1527	1605
4	878 N	0.2923	Tony	cat	-0.5163	-253	1.5537	511	0.516	-143
0	1331 N	0.3382	Chris	hamster	1.4225	950	-0.6207	939	-0.3869	-788
1	-736 N	0.3702	Andrew	reptile	1.0834	690	1.3461	839	0.0246	-121
3	-219 N	-0.2034	Inan	reptile	0.4393	234	0.9589	773	-0.0793	-459
0	376 N	1.1111	Vani	guinea pig	-0.6702	1013	-0.1252	3	-0.127	-135
0	305 N	-0.1186	Michael	guinea pig	0.8711	717	-0.0269	1682	-0.0664	-568
3	-855 N	0.6178	Inan	dog	0.4404	-219	0.5625	1681	-0.0945	740
5	-47 N	0.0198	Reilly	pig	1.1115	830	2.0794	598	1.2978	-1182
5	1107 N	0.5438	Reilly	pig	0.5148	936	1.1619	1315	0.7962	NULL
3	153 N	0.8339	Inan	dog	0.5907	1300	0.1553	1207	1.2175	-218
3	-543 N	0.9485	Inan	reptile	1.6201	1326	-0.9445	1130	1.7152	-35
4	594 N	1.4456	Andrew	cat, rat, fish	0.8407	1113	2.1083	206	1.0196	-1063
3	-162 N	0.0124	Inan	dog	0.8635	649	1.7043	2552	-0.5816	183
1	274 N	0.682	Andrew	bird	-0.2753	930	0.9481	322	2.1137	-511
0	1474 N	1.4951	Fabrice	guinea pig	0.6638	1300	-0.3311	502	-0.9083	791
1	-542 N	0.8934	Andrew	ferret	0.2581	1056	0.1764	890	-0.3121	-1133
0	694 N	0.7763	Chris	guinea pig	0.4736	1338	0.9398	268	1.3349	194
1	615 N	-0.3223	Andrew	ferret	1.6592	1361	0.2649	298	0.4905	-661
4	880 N	0.498	Lise	chicken, rat	-0.1058	-91	1.6898	150	0.673	389
0	1281 N	0.0817	Chris	guinea pig	0.4434	565	-1.4518	1445	0.7248	246
5	-203 N	0.8411	Reilly	RABBIT	0.1944	468	1.1004	616	1.927	-211
4	-423 N	1.5448	Tony	cat	0.4385	639	0.8039	-116	0.3494	1883
2	812 N	0.9984	Michael	hamster	2.4419	1285	1.821	114	1.2786	606
0	274 N	0.0727	Fabrice	guinea pig	0.7165	1062	-0.6615	56	0.8452	-801
4	827 N	-0.389	Lise	fish, cat	-0.1311	391	0.7176	-530	0.3385	37
3	102 N	0.9822	Inan	dog	0.2217	-62	-0.3268	-631	-0.4916	870
4	557 N	0.8143	Tony	bird	-0.5872	552	2.2248	-1436	0.4514	-512
4	259 N	0.4583	Lise	fish	-0.1352	-77	1.612	194	1.1437	1204
4	None	1.4512	Tony	rat, fish, chicken	1.006	-186	-1.3136	-980	-0.7592	-223
1	248 N	-0.1254	Andrew	bird	0.0178	1949	-0.5139	n/a	?	-764
4	1312 N	-0.7348	Lise	fish, cat, chicken	0.3473	380	0.102	883	0.1655	1468
2	550 N	1.4402	Sam	hamster	0.78	962	-0.4003	-531	0.633	1618
4	1505 N	-0.1421	Eriq	rat, cat	0.5008	451	0.2766	-831	-0.0325	1546
2	-88 N	-0.7667	Michael	hamster	2.114	1775	1.0614	-204	0.5222	573
0	301 N	0.8577	Chris	guinea pig	0.3184	1086	-0.5398	309	-0.145	58
1	-117 N	1.0873	Reilly	ferret	0.935	1160	-0.2937	2157	1.2165	1545
3	284 N	0.1496	Eriq	dog	1.6211	1096	0.3004	1109	0.6006	2009
3	596 N	-0.1355	Inan	reptile	1.9864	2004	0.823	776	-0.376	-119
2	-332 N	1.0853	Sam	hamster	-0.6297	-365	-0.5187	10	1.354	-338
2	872 N	0.8606	Andrew	hamster	0.6263	517	0.1076	-695	0.3333	1012
5	-791 N	0.4034	Reilly	pig	1.8011	776	-0.3458	-324	0.6591	-603
3	1689 N	-0.1025	Inan	reptile	-0.0573	872	1.0893	1598	1.1559	1233
2	357 N	0.5082	Sam	hamster	2.7432	1626	0.5881	-563	0.1929	-461
2	2240 N	0.2551	Michael	hamster	1.3778	428	0.87	-193	0.6021	1189
